Id,SalePrice
1461,110039.02246028035
1462,147150.88405344178
1463,173321.82137025057
1464,190837.64794036336
1465,209664.47599435915
1466,189752.7716233813
1467,164912.02421715806
1468,181919.2071088356
1469,192772.66253646836
1470,109826.90120239393
1471,197616.83847204284
1472,127725.58477464523
1473,121364.87242965131
1474,171427.4183248138
1475,134946.41495705344
1476,350405.9105072948
1477,261420.68355038756
1478,300115.65437032573
1479,281028.8807616638
1480,376869.7575455164
1481,306424.3766289718
1482,224908.28464329467
1483,180228.1944793855
1484,185895.04387273322
1485,193160.06134824085
1486,221470.95129216596
1487,316622.65452415583
1488,262960.56477916555
1489,193217.52754905043
1490,189764.84687579272
1491,216895.00913774082
1492,104380.22797549554
1493,175276.6544426921
1494,301922.9024367822
1495,295022.0051280564
1496,210790.78571525114
1497,218247.14889496897
1498,184488.50215393628
1499,184488.50215393628
1500,169512.18945635445
1501,185256.4125632306
1502,174457.60846050837
1503,252566.427975464
1504,251083.667669964
1505,209983.406076014
1506,191944.11440213112
1507,233857.76391957927
1508,197573.97825081396
1509,178312.3351582675
1510,142076.7693685684
1511,140745.85582202504
1512,157681.01439540903
1513,179398.1356653467
1514,141042.76404419003
1515,188102.25419366814
1516,164714.03554852156
1517,138193.51112332178
1518,158766.10092891532
1519,209680.43757207136
1520,123697.42089465944
1521,127056.7289696104
1522,173207.0351318906
1523,117891.60442577949
1524,116300.89176542494
1525,112905.12196449368
1526,114717.12299225655
1527,99943.03888721028
1528,135550.35338594206
1529,136616.08447402096
1530,165930.20142558182
1531,117611.35157966857
1532,93141.67321899491
1533,145130.57528689507
1534,133491.00961243306
1535,141208.47746231456
1536,115778.23065740008
1537,76601.23502696888
1538,164948.2416874494
1539,199734.06164922877
1540,135740.5229884146
1541,149286.77684816293
1542,140891.56760007303
1543,180676.99937493532
1544,83793.92047811644
1545,126337.68431511178
1546,140842.7813326305
1547,130714.18368583937
1548,144748.5785972733
1549,117778.20135699629
1550,141813.129895406
1551,120729.30786936969
1552,137860.12265487868
1553,126923.9916214086
1554,129715.01806485932
1555,148797.87913763712
1556,112376.98357787347
1557,111522.09924885634
1558,114975.65083073427
1559,111315.0455771594
1560,139927.9618789043
1561,132991.52335172382
1562,111157.07050606557
1563,110099.41338554521
1564,154478.97373483074
1565,150446.79408334388
1566,195910.70664065387
1567,90515.53496547868
1568,201177.7736368977
1569,111487.800865441
1570,127276.56176765964
1571,122181.32572920079
1572,123643.91093344352
1573,214965.99062291716
