Id,SalePrice
1461,109437.37931880984
1462,148239.22114898637
1463,157146.086306397
1464,177871.28383795146
1465,213359.3548657247
1466,178824.22625453444
1467,159015.23661263686
1468,170504.54567688607
1469,190958.12830680667
1470,107678.87663893674
1471,191281.67887309025
1472,126708.23526457045
1473,116204.88396759954
1474,170593.08226901662
1475,137813.54830140373
1476,351540.34306135133
1477,261232.6238662745
1478,310203.943794295
1479,280884.9564256129
1480,380617.2405501419
1481,304695.9192622833
1482,219806.62458066116
1483,166910.0910107015
1484,178391.8394574327
1485,184273.03105678238
1486,208287.1684946378
1487,316263.9247519011
1488,264978.554131075
1489,183288.33542093617
1490,174633.2371469149
1491,204529.6697872883
1492,114579.09069389687
1493,174595.51497202698
1494,306495.92857340164
1495,301262.82875732635
1496,200092.84186046838
1497,205646.11241458647
1498,177459.54391835126
1499,177459.54391835126
1500,157657.97624639416
1501,172402.47245973852
1502,169336.32739415517
1503,253046.42013080782
1504,244711.0208617085
1505,200328.32013022946
1506,192292.18981963585
1507,214910.5652018448
1508,191988.1781654621
1509,177959.43258870638
1510,141987.33377999638
1511,140819.85026683996
1512,155225.95322667633
1513,181474.6917766955
1514,129464.32137301647
1515,186838.70973296228
1516,174616.12380961553
1517,137739.8006482228
1518,159387.7744381257
1519,199620.81598687236
1520,121827.65807842274
1521,124725.28026579774
1522,178752.5421604012
1523,112558.64114500357
1524,117152.95519338381
1525,113477.89018184322
1526,114292.5173352778
1527,110783.35934288889
1528,140847.83581846743
1529,139070.91031131885
1530,170774.02262496308
1531,127283.21613213651
1532,98967.74427737201
1533,147648.70651264203
1534,142156.10036666912
1535,140001.3315533579
1536,125486.58168374946
1537,80289.44377962522
1538,202686.198813626
1539,255603.3364253143
1540,140253.87787280162
1541,170313.55024280617
1542,139076.23756981717
1543,200233.70621015804
1544,89704.68025065704
1545,135017.50542673114
1546,155315.8389723258
1547,132572.42489558965
1548,149070.18739770367
1549,128545.91861894302
1550,153485.93318895623
1551,134954.7810027824
1552,148404.01897252942
1553,137409.46059548907
1554,144225.9288759118
1555,143157.14209787035
1556,122881.39342737247
1557,117157.75118773099
1558,124131.47991123455
1559,113821.74126454291
1560,158622.82289832606
1561,116611.22861918928
1562,109157.45998547546
1563,107770.64318632311
1564,148668.4521636738
1565,148159.7417881231
1566,199475.4852704265
1567,100139.44779765046
1568,194935.725181449
1569,107081.17495844753
1570,132627.0860654885
1571,118418.97557223012
1572,123172.34545394851
1573,201266.70339579642
1574,145067.48362338456
1575,196818.2608782933
1576,237241.3123261238
1577,183551.8090853396
1578,168594.91169315542
1579,127086.01211041056
1580,206573.59314269724
1581,116198.01644500117
1582,122281.74237899984
1583,291178.67983177106
1584,226598.92605449192
1585,137312.61747774092
1586,57267.68105616711
1587,110489.46117654347
1588,124271.11704169227
1589,117753.53894645347
1590,135810.60817780672
1591,87857.9455953212
1592,127968.01194399914
1593,137878.65798633985
1594,102231.83114819872
1595,124490.8264192464
1596,205172.8704718569
1597,177218.44894892152
1598,199116.2330654274
1599,193940.70100118348
1600,206728.05550817348
1601,59098.82112039718
1602,133983.27934743967
1603,97881.30798426004
1604,237927.10496145638
1605,280778.6621973108
1606,164534.37095077182
1607,201722.33079829218
1608,215905.77624250512
1609,183024.37512780604
1610,144895.08758033652
1611,142693.91536318747
1612,151567.76843521814
1613,147504.5463867936
1614,112085.9383969967
1615,90592.38810650457
1616,90592.38810650457
1617,102171.17148641327
1618,108268.98408429901
1619,119614.76130334262
1620,186400.06593841588
1621,140311.15251503623
1622,133688.16456134614
1623,247255.31203995572
1624,187679.7042818873
1625,123866.43309017712
1626,172849.5415956599
1627,178183.60769442216
1628,300768.67159983265
1629,197240.15641044962
1630,285761.35132272943
1631,226886.486847438
1632,242907.4921435984
1633,184702.41730125708
1634,179470.3432520055
1635,172155.32804551505
1636,159241.81423102066
1637,169532.5588482178
1638,222649.48705704394
1639,183746.90021156514
1640,249733.46183764277
1641,183781.63503732294
1642,216097.3362115965
1643,246834.8356923236
1644,242707.0483194069
1645,160125.68118562043
1646,154868.7905189527
1647,181533.51499666396
1648,139329.87464371583
1649,117351.9064133609
1650,106710.52323430614
1651,106710.52323430614
1652,126708.23526457045
1653,126708.23526457045
1654,174435.66006082977
1655,172119.15925140536
1656,170593.08226901662
1657,174435.66006082977
1658,170593.08226901662
1659,137813.54830140373
1660,134871.6209990174
1661,378187.8087765029
1662,370020.1811181947
1663,334724.35574240994
1664,430840.05263368954
1665,313226.507887749
1666,278166.4445409678
1667,317643.1136156809
1668,313752.4010549788
1669,296251.75011941727
1670,318627.9566900784
1671,215364.70506952208
1672,364387.2788792456
1673,307665.83995908726
1674,265728.2525375804
1675,168774.58218991302
1676,165912.1051355482
1677,192194.7144868032
1678,417995.873364578
1679,305069.63845669304
