Id,SalePrice
1461,117453.03
1462,134231.67
1463,177351.83
1464,179737.5
1465,225586.28
1466,184260.08
1467,172106.08
1468,178034.06
1469,171463.05
1470,124267.8
1471,182264.38
1472,86925.24
1473,91312.055
1474,153376.64
1475,167196.52
1476,420398.5
1477,234236.19
1478,335189.16
1479,312550.44
1480,479288.56
1481,320450.03
1482,208077.23
1483,189083.0
1484,202894.38
1485,160570.95
1486,213092.31
1487,389632.8
1488,256853.86
1489,198197.94
1490,173619.75
1491,177091.56
1492,107410.23
1493,178818.88
1494,286113.56
1495,297216.7
1496,211041.19
1497,186853.92
1498,151350.4
1499,151350.4
1500,159379.6
1501,167420.86
1502,151746.27
1503,268458.62
1504,224164.0
1505,217945.6
1506,225786.66
1507,197768.02
1508,200627.77
1509,168754.7
1510,118764.56
1511,145695.16
1512,187612.45
1513,161651.4
1514,151876.42
1515,155663.38
1516,155593.31
1517,141799.08
1518,130228.54
1519,227309.39
1520,141500.0
1521,153024.67
1522,188192.33
1523,123667.8
1524,123312.84
1525,127422.95
1526,136066.62
1527,71993.695
1528,121352.32
1529,149758.25
1530,159337.33
1531,128695.38
1532,98700.33
1533,142518.02
1534,122783.836
1535,133213.38
1536,106855.75
1537,76554.42
1538,202368.36
1539,179455.58
1540,145126.31
1541,149314.45
1542,140765.8
1543,228717.38
1544,94417.57
1545,86525.18
1546,112908.78
1547,105844.47
1548,118208.05
1549,75766.8
1550,143886.98
1551,106150.87
1552,139514.17
1553,134284.94
1554,109995.67
1555,161824.14
1556,119429.01
1557,123312.13
1558,87548.2
1559,135369.64
1560,133496.6
1561,159713.42
1562,106804.6
1563,116220.8
1564,183482.56
1565,145547.25
1566,116972.26
1567,75214.26
1568,215086.02
1569,98207.12
1570,98180.14
1571,119545.47
1572,132713.39
1573,204428.38
1574,169610.8
1575,188239.9
1576,177913.75
1577,199713.73
1578,128481.88
1579,142905.5
1580,177118.08
1581,137715.19
1582,112736.195
1583,412930.7
1584,233804.55
1585,137879.6
1586,78161.16
1587,111738.08
1588,150788.23
1589,104327.49
1590,139730.69
1591,105402.26
1592,112739.21
1593,120510.305
1594,126888.05
1595,141869.69
1596,268564.38
1597,164002.36
1598,166348.95
1599,168863.55
1600,180832.03
1601,74229.516
1602,82621.98
1603,101581.414
1604,275293.94
1605,238939.92
1606,171409.75
1607,212301.02
1608,195673.39
1609,198197.94
1610,157916.08
1611,171128.98
1612,209505.3
1613,179515.14
1614,126745.71
1615,78046.6
1616,78046.6
1617,82559.52
1618,131823.83
1619,135397.27
1620,170355.69
1621,138307.73
1622,140550.08
1623,254040.89
1624,213664.92
1625,113582.04
1626,179350.88
1627,184870.52
1628,265174.38
1629,166210.2
1630,342453.7
1631,286787.25
1632,266310.78
1633,161184.19
1634,184378.75
1635,170827.64
1636,156894.42
1637,176601.1
1638,216355.75
1639,199859.88
1640,267826.2
1641,178446.8
1642,204593.56
1643,248421.47
1644,201923.45
1645,159388.25
1646,142543.72
1647,161383.69
1648,154696.98
1649,133734.75
1650,121263.47
1651,119323.36
1652,99437.46
1653,105269.76
1654,155636.34
1655,147548.98
1656,142486.5
1657,155564.08
1658,145269.36
1659,165117.08
1660,135641.14
1661,446754.6
1662,400978.0
1663,380836.06
1664,503277.38
1665,388332.2
1666,280841.2
1667,290741.2
1668,384417.2
1669,287315.03
1670,383873.53
1671,266916.44
1672,488866.62
1673,286831.84
1674,233322.98
1675,179226.56
1676,200564.25
1677,205035.98
1678,469317.75
1679,381892.25
1680,331607.75
1681,273701.03
1682,268019.9
1683,175802.1
1684,188323.03
1685,174045.64
1686,173090.39
1687,160570.95
1688,178974.8
1689,182399.14
1690,180705.47
1691,158970.64
1692,263152.97
1693,160570.95
1694,178931.1
1695,179815.67
1696,263455.78
1697,179815.67
1698,307987.22
1699,382724.62
1700,239138.0
1701,263080.2
1702,260337.77
1703,269553.78
1704,349743.9
1705,341549.9
1706,492250.9
1707,214244.4
1708,218510.22
1709,287639.1
1710,234566.12
1711,234053.97
1712,261179.28
1713,231571.05
1714,204359.56
1715,194693.34
1716,196203.7
1717,203198.8
1718,126723.83
1719,208271.38
1720,265805.84
1721,166208.47
1722,133620.78
1723,156676.27
1724,207730.27
1725,209057.62
1726,197293.86
1727,180199.53
1728,177879.81
1729,175837.11
1730,191810.78
1731,132521.4
1732,118023.89
1733,99548.19
1734,133724.03
1735,138305.48
1736,142456.47
1737,327030.38
